Latitude (Decimal Degrees),Longitude (Decimal Degrees)
50.45,-97.2
49.03,-97.56
50.05,-97.43
50.28,-97.17
49.88,-97.47
49.61,-98.88
49.53,-97.87
49.13,-98.47
49.18,-99.65
49.52,-96.9
49.67,-96.88
49.13,-97.3
49.25,-98.52
49.27,-98.48
49.45,-96.38
49.43,-96.27
49.43,-96.47
50.01,-97.81
49.37,-98.23
49.33,-98.37
49.37,-98.28
49.45,-98.25
49.2,-95.32
49.18,-98.1
49.18,-98.08
49.19,-98.08
49.25,-98
49.35,-97.37
49.37,-97.38
49.43,-97.48
49.4,-97.78
49.33,-97.77
50.05,-96.97
49.27,-98.52
49.4,-99.63
49.23,-99.85
49.6,-97.05
49.93,-96.85
49.5,-97.05
49,-100.05
49.3,-98.42
50.32,-96.98
49.4,-99.63
49.42,-99.65
49.95,-97.6
49.12,-98.8
49.2,-98.88
49.19,-98.9
49.2,-98.9
49.08,-95.98
49.03,-96.01
49.05,-97.8
49.68,-98.55
49.65,-96.45
49.42,-98
49.22,-96.83
49.37,-98.1
49.55,-98.35
49.55,-98.35
49.98,-97.25
50.08,-96.98
49.87,-97.08
49.67,-96.63
49.65,-98.37
49.32,-97.17
49.97,-97.78
49.27,-97.4
49.35,-96.04
50.05,-97.03
49.32,-96.95
49.77,-97.15
49.46,-97.01
49.13,-97.95
50.17,-96.87
49.07,-98.65
49.5,-97.7
49.02,-95.6
49.02,-95.6
49.73,-97.62
49.53,-96.77
50.12,-97.33
50.07,-97.23
50.12,-97.17
49.13,-96.78
49.02,-96.23
50.42,-97.25
49.07,-96.8
49.08,-99.93
49.13,-100.12
49.1,-100.23
49.63,-96.6
49.08,-98.65
49.13,-96.57
49.08,-96.55
50.13,-97.63
49.28,-95.75
49.92,-97.15
49.88,-97.23
49.87,-97.35
49.83,-97.18
49.85,-97.28
49.83,-97.33
49.87,-97.13
49.93,-97.1
49.92,-97.15
49.92,-97.23
49.9,-97.25
49.92,-97.23
49.85,-97.27
49.92,-97.23
49.91,-97.24
49.92,-97.13
49.88,-97.1
49.88,-97.1
49.88,-97.27
49.88,-97.12
49.88,-97.15
49.9,-97.18
49.95,-97.1
49.89,-97.13
49.92,-97.02
49.85,-97.25
49.8,-97.13
49.87,-97.08
49.92,-97.13
49.88,-97.28
49.8,-97.15
49.9,-97.06
49.91,-97.16
49.28,-96.15
49.82,-97.23
49.25,-96.52
49.85,-97.18
49.82,-97.12
49.5,-98.03
49.92,-97.17
50.22,-97.32
50.05,-98.9
49.93,-97.6
49.78,-97.13
49.92,-97.25
50.93,-97.08
50.8,-96.95
50.13,-96.22
50.03,-96.47
52.35,-97.03
52.36,-97.02
52.36,-97.02
52.36,-97.02
52.36,-97.02
50.97,-95.63
51.03,-95.7
49.63,-95.57
49.6,-95.62
50.98,-97.47
50.27,-96.52
52.3,-97.38
50.82,-97.5
49.77,-95.93
49.68,-95.37
51.1,-97.55
51.05,-97.53
50.63,-97.22
52.8,-97.63
52.82,-97.62
51.08,-97.55
50.63,-97.02
50.63,-97.02
50.63,-97.05
50.63,-96.98
50.63,-97.05
50.62,-97.03
50.63,-97.05
50.55,-96.58
53.18,-99.27
53.16,-99.28
50.47,-96
50.52,-95.98
51.17,-96.63
50.93,-97
51.2,-97.58
51.19,-97.47
51.21,-97.57
49.62,-95.2
50.5,-97.5
49.48,-96.53
49.48,-96.52
51.72,-96.9
49.98,-96.13
50.67,-97.65
53.19,-99.27
50.22,-95.92
50.15,-95.89
50.18,-96.06
51.63,-96.8
50.57,-96.22
50.3,-95.55
49.85,-95.53
50.98,-96.98
49.77,-96.43
49.75,-96.6
50.12,-96.02
50.1,-95.93
49.65,-96.17
50.7,-96.57
50.07,-96.18
49.82,-96.48
50.18,-96.06
51.3,-97.57
50.83,-99.05
50.63,-98.72
51.13,-98.37
51.28,-100.28
49.9,-98.98
51.75,-99.9
50.25,-100.03
50.02,-98.7
50.05,-98.7
50.47,-99.45
52.52,-100.92
50.5,-99.48
51.15,-100.03
51.1,-100.05
51.1,-100.06
51.17,-100.03
51.02,-100.07
51.1,-100.05
50.18,-98.38
50.18,-98.3
52.12,-100.2
51.93,-101.4
51.08,-99.15
50.83,-98.23
50.87,-98.13
50.88,-98
51.53,-100.38
51.58,-98.67
51.52,-100.02
51.1,-100.47
51.17,-100.48
51.25,-99.08
52.03,-100.65
51.2,-98.38
51.57,-99.98
50.22,-98.95
50.37,-98.97
50.18,-99.02
51.12,-100.7
51.18,-100.8
50.52,-98.97
51.67,-98.73
51.73,-98.67
51.73,-98.53
51.77,-98.63
50.08,-98.68
50.62,-99.47
52,-101.32
50.95,-99.53
51.2,-99.55
50.27,-98.67
51.08,-98.78
50.4,-98.55
50.41,-98.8
52.53,-101
50.75,-97.93
50.65,-98.1
50.72,-97.85
50.17,-98.5
49.85,-98.83
49.88,-98.82
49.9,-98.7
52.67,-101.1
51.32,-99.48
50.73,-99.42
51.72,-99.55
51.3,-98.62
51.28,-98.4
51.28,-98.42
51.13,-100.75
50.95,-98.2
51.5,-98.6
50.23,-99.5
50.23,-99.47
50.15,-99.57
50.22,-99.47
53.15,-101.1
50.98,-99.78
51.13,-99.83
51.07,-99.78
51.8,-100.57
51.72,-100.32
51.77,-100.32
51.8,-100.57
50.37,-99.08
50.42,-99.03
50.7,-99.68
51.43,-99.73
50.98,-101.33
50.23,-98.03
50.42,-97.63
51.03,-99.38
49.9,-99.08
51.45,-98.8
52.05,-101.22
51.98,-101.18
50.47,-99.45
50.92,-98.75
50.71,-99.53
51.65,-99.93
51.6,-99.88
51.47,-98.57
51.77,-98.63
50.5,-98.02
50.5,-98.04
52.11,-101.23
54.62,-101.35
54.68,-101.68
54.77,-101.88
54.68,-101.68
54.68,-101.68
54.68,-101.97
54.68,-101.68
53.03,-100.93
54.22,-101.78
53.72,-101.53
53.5,-101.33
53.82,-101.25
53.97,-101.1
53.97,-101.09
53.97,-101.09
53.97,-101.1
53.82,-101.25
54.18,-101.37
56.5,-94.2
57.89,-101.68
55.5,-99.22
58.74,-94.07
58.74,-94.07
58.74,-94.06
58.78,-94.18
58.74,-94.07
58.73,-94.07
58.73,-94.07
54.83,-98.67
54.62,-97.77
54.54,-98.03
54.54,-98.03
55.4,-99.78
56.36,-94.7
56.35,-94.7
56.36,-94.71
56.36,-94.71
56.36,-94.71
54.55,-94.48
53.86,-94.65
53.86,-94.65
53.85,-94.65
53.87,-94.67
56.04,-96.51
56.03,-96.53
56.38,-94.65
56.23,-100.98
56.47,-100.02
56.5,-94.18
57.65,-95.67
56.38,-94.37
56.85,-101.03
56.86,-101.08
56.86,-101.08
56.86,-101.08
56.85,-101.07
57.32,-98.17
57.32,-98.1
55.92,-97.58
53.96,-97.84
53.97,-97.85
53.98,-97.83
55.9,-99.37
54.77,-95.27
56.22,-100.58
55.58,-97.17
54.67,-99.17
57,-92.85
56.13,-99.48
54.17,-93.55
57.88,-101.67
56.62,-99.62
56.48,-99.65
55.87,-92.08
54.88,-100.03
54.82,-99.95
56.67,-99
56.78,-98.97
56.8,-98.9
56.25,-96.1
58.71,-98.51
58.72,-98.5
55.8,-97.86
55.8,-97.86
55.73,-97.85
55.73,-97.85
55.75,-97.87
54.92,-98.63
54.92,-98.65
54.93,-98.66
54.78,-97
55.55,-98.6
54.43,-98.02
57,-92.3
53.95,-97.85
54,-97.8
52.92,-82.45
52.93,-82.43
53.82,-89.9
53.83,-89.87
53.82,-89.9
53.82,-89.89
51.5,-90.15
51.4,-90.12
50.63,-93.22
50.63,-93.22
56.77,-88.78
51.55,-87.97
56.02,-87.68
56.02,-87.68
52.23,-87.88
52.2,-87.93
52.2,-87.94
52.2,-87.94
53.44,-91.76
53.44,-91.76
54.98,-85.43
54.99,-85.44
51.45,-90.22
51.45,-90.21
51.45,-90.21
51.45,-90.21
51.2,-90.23
51.07,-93.79
51.07,-93.79
51.07,-93.8
51.07,-93.79
51.07,-93.82
53.06,-93.34
53.06,-93.34
55.27,-85.22
55.23,-85.12
55.23,-85.12
53.82,-84.92
55.38,-88.33
48.75,-91.62
48.73,-91.63
48.8,-91.58
48.63,-93.97
48.95,-94.35
48.76,-91.63
48.52,-93.75
48.63,-93.67
48.63,-93.8
48.75,-93.88
48.65,-93.44
48.62,-93.42
48.65,-93.43
48.55,-93.52
48.62,-93.4
48.73,-91.2
48.77,-92.62
48.76,-92.62
48.83,-91.6
48.72,-94.53
48.77,-94.67
48.72,-94.42
48.78,-94.05
48.85,-94.02
48.7,-94.17
48.75,-93.85
48.73,-94.62
48.68,-93.83
49.83,-92.82
49.78,-92.83
49.83,-92.75
49.83,-92.74
49.82,-92.85
49.83,-92.74
49.82,-93.22
50.14,-93.98
49.42,-91.65
49.48,-92
49.82,-95.15
49.8,-94.53
49.79,-94.38
49.79,-94.37
49.79,-94.36
49.78,-94.48
50.28,-92.2
49.25,-91.13
49.28,-91.23
49.98,-94.67
49.65,-93.72
49.66,-93.73
49.47,-94.76
50.13,-91.87
50.13,-91.87
50.12,-91.9
50.12,-91.9
50.11,-91.91
50.11,-91.91
49.48,-93.97
49.38,-94.07
49.75,-91.22
49.83,-93.63
49.9,-91.28
49.48,-93.97
48.93,-89.35
48.85,-89.12
48.93,-89.25
49.35,-89.37
49.63,-89.75
48.78,-87.17
50.28,-89.15
50.29,-88.91
50.3,-89.03
50.29,-88.91
50.25,-89.1
49.62,-87.95
49.32,-88.85
49.3,-88.8
49.07,-88.62
48.62,-90.58
49.15,-88.35
49.15,-88.34
49.27,-85.83
47.33,-85.83
47.33,-85.83
48.7,-89.62
48.98,-89.9
48.5,-89.52
48.82,-88.52
49.7,-86.95
49.78,-86.93
49.78,-86.94
49.78,-86.99
49.78,-86.93
49.7,-86.87
49.68,-86.95
49.27,-90.58
48.35,-89.68
50.4,-87.17
48.47,-89.27
48.7,-85.88
48.67,-86.28
48.98,-85.82
49.25,-87.82
48.4,-89.62
48.55,-89.4
48.6,-90.6
49.92,-86.47
49.15,-86.47
48.65,-89.07
48.43,-89.27
49.75,-86.5
49.77,-86.53
49.08,-87.05
48.63,-88.77
49.43,-88.15
49.2,-86.1
49.15,-85.8
48.72,-86.4
48.76,-86.34
48.76,-86.34
48.76,-86.35
48.76,-86.35
48.37,-88.8
48.47,-90.72
50.18,-86.7
50.18,-86.7
49,-88.25
48.15,-89.88
48.1,-89.88
48.13,-90.57
48.65,-89.42
49.7,-87.57
48.87,-87.6
48.88,-87.53
48.75,-87.55
49.3,-88.32
48.43,-89.22
48.42,-89.27
48.59,-86.29
48.61,-86.29
48.6,-86.3
49.42,-90.9
48.73,-89.87
50.23,-87.5
48.97,-90.2
48.83,-90.1
50.47,-90.35
48.82,-87.27
48.62,-87
49.53,-85.85
49.88,-90.97
50.08,-90.85
50.63,-88.2
48.8,-87.1
48.82,-87.1
48.82,-87.09
48.82,-87.1
48.37,-89.32
48.37,-89.33
48.37,-89.32
48.37,-89.32
48.41,-89.28
48.37,-89.33
48.37,-89.32
48.23,-89.52
48.62,-89.37
48.3,-88.87
48.32,-89.38
49.03,-90.47
49.05,-90.47
49.03,-90.52
50.78,-87.98
48.37,-89.12
48.28,-89.92
49.69,-88.31
48.08,-89.63
48.5,-89.22
48.4,-89.23
48.45,-89.17
48.28,-89.38
49.71,-88.33
48.43,-89.22
48.37,-89.32
46.2,-83
46.2,-83.02
46.43,-84.05
46.3,-83.92
46.3,-83.75
48.15,-84.03
46.38,-82.65
46.35,-82.56
46.5,-82.62
46.42,-82.65
48.47,-84.42
48.45,-84.4
48.08,-84.55
47.92,-84.72
49.23,-84.8
49.2,-84.77
46.27,-83.35
46.28,-83.23
46.28,-83.25
46.22,-84.07
47.72,-84.81
47.88,-84.63
48.32,-84.08
46.43,-83.38
47.25,-84.4
47.27,-84.43
47.25,-84.6
49.07,-84.1
46.62,-83.17
46.33,-83.5
46.2,-83.95
47.78,-84.53
46.53,-84.5
46.53,-84.33
46.49,-84.51
46.48,-84.51
46.48,-84.52
46.5,-84.37
46.47,-84.47
46.5,-84.28
46.75,-84.08
48.07,-84.8
46.2,-82.23
46.2,-82.28
47.97,-84.79
47.97,-84.78
48,-84.8
47.97,-84.79
48.6,-85.28
47.97,-84.78
45.97,-81.48
46.43,-81.62
46.52,-81.63
47.3,-82.1
46.7,-81.57
47.83,-83.43
47.83,-83.43
47.82,-83.35
47.82,-83.35
47.82,-83.35
46.47,-80.82
46.48,-80.85
46.48,-81.05
48.25,-82.43
46.57,-80.87
47.68,-81.72
46.43,-81.15
48.22,-82.08
46.22,-82.07
46.19,-82.02
48.02,-81.55
47.9,-81.55
46.28,-80.85
46.14,-80.31
46.22,-80.3
47.45,-82.33
47.42,-82.32
47.47,-81.87
47.3,-81.45
46.37,-80.52
46.63,-80.8
46.48,-80.98
46.63,-80.8
46.63,-80.8
46.47,-81.03
46.47,-81
46.38,-81.57
46.32,-81.52
46.43,-80.72
46.27,-81.88
46.43,-80.32
49.88,-81.57
49.38,-82.12
49.07,-81.03
48.62,-80.92
48.62,-80.9
47.52,-79.68
47.7,-79.85
47.7,-79.85
47.7,-79.85
47.7,-79.85
47.82,-79.9
52.22,-81.67
48.77,-80.98
47.45,-79.63
47.8,-79.83
47.3,-79.7
49.12,-81.27
47.85,-80.45
48.75,-80.67
49.58,-81.38
49.4,-82.43
49.41,-82.47
49.41,-82.47
49.41,-82.47
49.41,-82.44
48.68,-81.37
48.15,-80
48.15,-80
48.92,-80.12
48.82,-81.48
48.53,-80.45
48.53,-80.47
49.6,-83.17
48.05,-80.72
47.12,-79.48
51.23,-80.5
51.29,-80.61
51.27,-80.65
51.29,-80.61
51.28,-80.6
51.29,-80.62
49.77,-84.52
49.75,-84.16
47.5,-79.67
51.66,-85.9
50.05,-85.3
50.03,-85.27
49.85,-81.6
48.47,-81.27
48.73,-80.8
48.33,-80.43
48.52,-81.43
50.07,-82.17
48.5,-81.33
48.56,-81.39
48.57,-81.38
48.57,-81.38
48.47,-81.37
48.75,-80.58
47.25,-79.58
48.35,-81.4
50.6,-81.42
45.58,-78.55
45.53,-78.27
45.53,-78.27
45.33,-78.85
46.98,-80.08
46.15,-80.02
46.22,-79.13
46.45,-79.87
46.44,-79.91
45.38,-78.9
46.13,-80.02
46.37,-78.73
45.63,-78.37
45.95,-78.07
45.5,-77.98
46.25,-78.68
46.36,-79.42
46.32,-79.47
46.38,-79.4
46.36,-79.42
46.36,-79.42
46.32,-79.48
46.3,-79.47
46.68,-80.02
46.25,-79.07
46.37,-79.93
47.08,-79.85
46.38,-80.02
45.95,-83.3
45.92,-82.47
45.88,-82.57
45.88,-82.57
45.88,-82.57
45.88,-82.57
45.65,-82.97
45.63,-82.95
45.92,-82.27
45.97,-81.92
45.93,-81.9
45.67,-82.23
45.69,-81.98
45.58,-82.02
45.32,-74.61
45.55,-74.88
45.55,-74.88
45.56,-74.88
45.18,-76.23
45.22,-74.75
45.19,-76.11
44.7,-76.95
45.43,-76.38
45.42,-76.37
45.2,-75.97
45.17,-76.07
44.65,-75.92
45.17,-74.97
45.42,-77.8
45.25,-76.77
45.43,-77.67
44.48,-76.77
45.33,-75.82
45.47,-75.17
44.6,-75.7
44.64,-75.75
44.6,-75.67
45.25,-76.73
44.8,-75.37
45.15,-76.17
45.15,-76.2
45.3,-75.98
44.37,-76.62
46.05,-77.37
45.47,-76.23
45.58,-76.68
45.1,-75.23
45.02,-75.2
45.35,-75.73
45.42,-76.4
45.38,-77.15
45.63,-76.87
45.37,-77.62
45.02,-74.73
45.03,-74.7
45.02,-74.75
45.03,-74.68
45.03,-74.72
45.05,-74.75
45.03,-74.8
45.03,-74.72
44.73,-76.6
45.5,-75.45
45.38,-76.92
44.97,-76.62
45.32,-74.47
45.43,-74.62
45.43,-74.58
44.62,-76.13
46.18,-77.7
44.78,-75.53
45.43,-76.03
45.33,-74.78
45.55,-77.1
45.55,-77.1
45.47,-76.22
45.43,-74.9
45.33,-77.3
44.32,-76.2
44.33,-76.5
45.17,-74.53
45.33,-75.5
45.35,-75.55
45.3,-75.52
45.35,-75.47
44.57,-76.63
45.03,-76.25
45.35,-74.67
44.42,-75.85
44.38,-76.7
44.43,-76.69
45.62,-74.63
44.58,-76.68
44.83,-75.33
45,-75.63
45,-75.63
45.57,-77.42
44.22,-76.6
44.25,-76.5
44.22,-76.6
44.22,-76.5
44.23,-76.6
44.23,-76.6
44.23,-76.45
44.23,-76.57
44.27,-76.5
44.24,-76.48
44.25,-76.5
45.5,-77.48
45.38,-74.72
45.15,-74.47
44.5,-76.03
44.4,-76
45.38,-75.32
44.58,-75.78
44.52,-76.08
44.88,-76.17
44.63,-75.63
44.57,-75.88
44.45,-75.87
45.23,-75.68
45.23,-75.7
44.22,-76.6
45.48,-77.5
45.13,-77.12
45.3,-75.73
45.23,-75.47
44.93,-75.95
45.25,-75.03
45.25,-74.96
44.92,-75.19
45.33,-76.88
45.43,-75.52
44.75,-75.78
44.73,-75.73
45.13,-75.72
45.1,-75.74
45,-75.37
44.97,-76.86
45.05,-76.78
45.45,-75.57
45.4,-75.72
45.33,-75.63
45.38,-75.75
45.4,-75.67
45.35,-75.65
45.37,-75.8
45.38,-75.72
45.38,-75.72
45.43,-75.7
45.32,-75.9
45.37,-75.68
45.32,-75.67
45.32,-75.67
45.33,-75.92
45.43,-75.7
44.7,-76.3
45.42,-75.73
45.38,-75.75
45.45,-75.62
45.4,-75.63
45.45,-75.63
45.35,-75.93
45.47,-75.65
45.42,-75.68
44.48,-76.05
45.83,-77.15
45.8,-77.18
45.86,-77.25
45.75,-76.98
46.07,-77.63
44.92,-76.27
45.95,-77.32
45.95,-77.32
45.98,-77.43
44.88,-76.13
44.7,-76.2
45.32,-77.72
45.42,-75.55
45.48,-76.7
45.43,-76.65
45.48,-76.43
45.17,-75.78
45.18,-75.85
44.73,-76.6
44.98,-75.8
44.55,-76.23
44.88,-75.93
45.25,-75.7
44.7,-76.3
44.9,-76.25
45.15,-75.9
44.42,-76.32
44.6,-76.4
44.85,-76.15
46.18,-77.65
46.18,-77.67
45.26,-75.36
45.29,-75.06
45.32,-74.85
45.22,-74.58
44.13,-76.88
45.43,-75.35
45.35,-75.88
44.92,-76.05
44.9,-76
44.88,-76
44.97,-75.48
44.85,-75.55
45.4,-76.5
46.15,-78.1
44.4,-76.58
45.52,-74.65
44.68,-76.42
44.77,-75.75
45.05,-75.33
45.05,-75.34
44.15,-76.53
45.5,-76.1
45.33,-75.73
44.88,-76.2
45.88,-77.25
44.92,-76.28
44.17,-80.93
44.15,-79.85
44.15,-79.87
44.32,-79.87
44.28,-79.85
44.08,-80.83
45,-79.5
44.67,-80.78
44.27,-79.32
44.4,-79.68
44.38,-79.78
44.35,-79.7
44.39,-79.74
44.38,-79.69
45.13,-79.38
45.13,-79.4
45.14,-79.4
44.85,-79.87
44.42,-79.15
44.1,-79.78
44.12,-79.77
44.08,-79.78
44.07,-79.85
44.88,-79.67
46.08,-79.4
44.67,-80.83
44.27,-79.93
45.05,-79.32
45.03,-79.3
44.15,-79.57
44.53,-79.2
45.8,-80.53
44.3,-79.9
45.6,-79.57
45.66,-79.4
45.58,-79.6
44.27,-79.9
44.32,-79.9
45.45,-79.25
44.4,-80.91
44.52,-80.47
44.7,-79.67
44.63,-79.54
44.5,-80.22
44.48,-80.22
44.45,-80.17
44.5,-80.25
44.5,-80.22
44.21,-79.69
44.6,-79.13
45.17,-78.83
45.22,-78.93
45.62,-79.88
44.18,-80.82
44.58,-79.9
45.5,-79.23
44.35,-79.82
44.33,-80.55
44.73,-79.68
44.22,-79.55
44.2,-79.57
44.92,-79.37
44.12,-80.8
44.12,-81.01
45.38,-79.12
45.36,-79.14
44.32,-79.72
44.05,-80.77
44.85,-79.87
44.08,-80.57
44.55,-79.67
45.32,-79.25
45.35,-79.17
45.35,-79.32
45.58,-79.35
45.53,-79.4
44.22,-79.43
44.38,-80.53
44.75,-80.08
44.55,-79.22
44.95,-81.22
45.67,-79.78
44.32,-80.63
44.4,-80.68
44.27,-80.71
44.58,-80.58
44.62,-80.63
44.45,-79.77
44.76,-79.88
44.68,-79.93
45.1,-79.48
44.63,-79.67
44.97,-79.3
44.97,-79.3
44.98,-79.05
44.97,-79.3
46.13,-79.53
46.1,-79.52
44.53,-80.25
44.62,-79.4
44.6,-79.44
44.58,-79.4
44.62,-79.42
44.52,-79.58
44.52,-79.45
44.57,-80.92
44.58,-80.93
44.25,-79.21
44.52,-79.59
45.33,-80
45.35,-80.05
45.35,-80.03
45.34,-80.04
45.27,-80.25
0,0
45.34,-80.03
44.32,-79.22
44.33,-79.22
44.25,-80.47
46.12,-79.25
46.08,-79.35
44.7,-80.92
44.2,-80.64
44.17,-80.52
45.02,-79.68
44.53,-80.42
44.47,-80.42
45.35,-79.27
44.22,-79.4
45.23,-79.82
44.47,-80.63
45.25,-78.95
45.25,-79.63
45.52,-79.3
44.77,-79.33
44.4,-79.63
44.48,-79.55
44.35,-80.25
45,-79.3
45.83,-79.38
45.43,-79.49
44.37,-80.08
44.47,-80.1
44.47,-80.08
44.43,-80.08
44.33,-79.53
44.32,-79.3
44.55,-80.47
44.55,-80.45
44.57,-80.48
44.28,-79.68
44.03,-79.82
44.02,-79.8
44.98,-79.28
46.03,-79.38
44.26,-79.16
45.8,-79.42
45.2,-79.35
44.27,-79.17
45.03,-79
44.52,-80.73
44.5,-80.05
44.48,-80.05
44.78,-79.3
44.75,-79.33
44.77,-79.7
45.03,-80.37
44.75,-81.11
44.75,-81.13
44.74,-81.11
44.74,-81.11
44.75,-81.11
44.16,-80.76
44.65,-79.92
44.52,-80.02
45.03,-80.37
44.27,-79.92
44.27,-79.91
44.23,-79.78
44.92,-79.4
44.4,-80.37
44.23,-79.78
44.82,-79.68
44.57,-80.49
44.52,-79.1
44.23,-79.78
44.97,-79.3
42.87,-81.88
43.03,-81.92
43.8,-81.38
42.67,-82.02
43.72,-81.38
43.55,-81.55
43.73,-81.23
42.7,-81.9
44.33,-81.58
43.03,-82.18
43.3,-81.52
44.28,-81.13
43.97,-81.12
43.6,-81.53
45.33,-81.73
45.23,-81.53
43.37,-81.62
42.76,-82.45
45.33,-81.73
44.33,-81.6
44.33,-81.6
43.35,-81.5
44.97,-81.3
43.17,-82.03
43.1,-82
44.07,-81.28
43.75,-81.7
43.77,-81.72
43.75,-81.72
43.77,-81.7
43.72,-81.7
43.32,-81.75
43.33,-81.72
43.33,-81.65
43.33,-81.6
43.3,-81.57
43.32,-81.5
43.09,-81.57
44.17,-81.62
44.2,-81.6
43.95,-81.5
45.1,-81.52
42.72,-81.85
44.38,-81.42
42.92,-82.03
42.78,-82.12
44.72,-81.28
44.27,-81.37
42.9,-82.17
42.86,-82.05
42.88,-82.17
43.25,-81.85
44.08,-81.68
44.47,-81.37
43.75,-81.68
43,-82.31
42.97,-82.37
42.99,-82.3
43,-82.31
43,-82.3
42.95,-82.43
43,-82.42
44.68,-81.25
44.5,-81.37
44.49,-81.36
44.5,-81.32
43.78,-81.33
44.52,-81.16
43.15,-81.83
45.25,-81.67
45.23,-81.53
45.23,-81.63
44.13,-81.15
42.97,-81.97
43.88,-81.3
43.86,-81.15
42.93,-82.12
43.4,-81.6
43.18,-81.86
42.1,-83.09
42.77,-80.98
42.77,-80.98
42.77,-81
42.78,-80.98
42.3,-82.7
43.12,-79.83
42.31,-82.03
43.08,-79.95
42.97,-79.58
43,-79.75
42.4,-82.2
42.43,-82.27
42.4,-82.2
42.38,-82.2
42.31,-82.08
42.39,-82.22
42.42,-82.18
42.58,-80.57
42.12,-82.75
42.28,-82.12
42.87,-80.55
42.87,-80.55
42.58,-82.18
42.92,-79.7
42.85,-79.67
42.83,-79.62
42.67,-81.53
42.67,-81.53
42.27,-81.93
42.26,-81.92
42.17,-82.83
42.67,-81.3
43.03,-79.3
42.88,-78.97
42.8,-80.87
43.2,-79.57
43.17,-79.6
43.2,-79.63
43.18,-79.56
43.18,-79.58
43.18,-79.55
42.97,-80.07
42.93,-80.08
42.03,-82.9
42.03,-82.9
42.88,-80.08
43.12,-79.38
42.04,-82.67
42.9,-79.87
42.73,-80.58
42.05,-82.63
42.55,-80.05
42.85,-80.98
42.7,-80.6
42.53,-80.05
42.38,-81.87
42.83,-80.05
42.51,-81.64
43.13,-79.08
43.07,-79.05
43.13,-79.05
43.08,-79.08
43.25,-79.13
43.05,-79.37
43.19,-79.27
43.15,-79.38
42.88,-79.35
42.97,-79.26
43.22,-79.68
41.75,-82.68
41.78,-82.68
41.78,-82.68
42.65,-80.82
42.68,-80.88
42.72,-80.88
42.75,-80.88
42.88,-79.25
42.87,-79.25
42.2,-82.2
43.18,-79.27
43.2,-79.28
42.78,-80.22
42.67,-81.22
43.25,-79.22
42.78,-80.88
42.83,-80.87
42.67,-80.88
42.85,-79.77
42.45,-81.88
42.45,-81.88
42.45,-81.88
43.04,-79.33
42.55,-81.62
43.2,-79.25
43.19,-79.17
43.2,-79.17
43.12,-79.25
43.18,-79.23
43.19,-79.17
43.12,-79.25
42.17,-82.63
42.78,-81.17
42.77,-81.21
42.7,-80.45
42.7,-80.45
42.85,-80.27
42.85,-80.27
42.87,-80.33
43.1,-79.55
43.09,-79.55
41.83,-82.47
42.75,-81.08
42.92,-80.67
42.8,-81.25
43.12,-79.2
42.85,-80.75
42.86,-80.74
42.86,-80.72
42.97,-80.4
43.15,-79.42
43.13,-79.38
43.17,-79.42
43.18,-79.4
43.18,-79.4
43.18,-79.4
43.2,-79.15
42.58,-82.4
42.63,-81.45
42.67,-80.6
42.6,-81.77
42.97,-80.28
42.88,-80.23
42.99,-79.26
42.93,-79.25
42.97,-79.33
43,-80.32
42.33,-82.93
42.28,-82.96
42.28,-82.96
42.28,-82.96
42.33,-83.02
42.3,-83.03
42.3,-83.07
43.22,-79.63
42.22,-82.73
42.22,-82.73
42.03,-82.9
42.87,-79.25
41.95,-82.52
42.25,-81.9
43.25,-79.07
41.95,-82.52
42.03,-82.9
43.65,-80.05
43.15,-81.53
43.13,-80.38
43.82,-80.57
43.28,-80.45
43.63,-80.12
43.13,-80.27
43.14,-80.33
43.15,-80.3
43.15,-80.28
43.13,-80.23
43.53,-80.12
43.58,-80.12
43.62,-80.08
43.1,-80.43
43.33,-80.32
43.35,-80.3
43.18,-80.45
43.12,-80.57
43.97,-80.97
43.02,-81.5
43.55,-80.52
43.42,-81.33
42.89,-80.85
43.92,-80.48
43.4,-80.45
43,-81.03
43.23,-80.55
43.23,-80.52
44,-80.67
43.6,-80.53
43.68,-80.4
43.65,-80.42
43.65,-80.42
43.25,-80.93
43.13,-80.45
43.7,-80.38
43.73,-80.33
43.7,-80.38
43.02,-80.78
43.38,-81.2
42.88,-81.2
43.68,-80.71
42.7,-81.7
43.88,-80.35
43.88,-80.33
43.2,-81.33
43.23,-81.32
43.22,-81.47
43.55,-80.22
43.52,-80.23
43.55,-80.22
43.55,-80.27
43.55,-80.22
43.07,-80.48
43.35,-80.63
43.77,-80.17
43.12,-81.38
43.05,-81.43
43.05,-80.88
43.8,-81.18
43.43,-80.5
43.46,-80.38
43.45,-80.48
43.45,-80.48
43.4,-80.43
42.95,-81.45
43.75,-80.97
43.72,-80.95
42.98,-81.2
43.03,-81.15
43.03,-81.15
43.03,-81.15
42.98,-81.22
43.03,-81.37
43.03,-81.28
42.98,-81.22
43.18,-81.42
43.97,-80.4
42.9,-81.7
43.28,-80.38
43.47,-81.18
43.67,-81.03
43.97,-80.4
43.47,-80.12
42.92,-80.97
42.9,-81.55
43.97,-80.75
43.98,-80.75
43.98,-80.75
43.47,-80.03
43.1,-80.58
43.58,-80.88
43.1,-80.68
43.18,-80.45
43.17,-81.7
43.15,-81.2
43.4,-80.42
43.38,-80.35
44.07,-80.1
43.22,-80.63
43.22,-81.23
44.23,-80.22
43.35,-80.47
44.23,-80.13
